--- Feature Importance and SHAP-Feature Correlation (Fold 0) ---

Correlation Threshold for Meaningful Features: 0.1

Feature                                                      Importance      Correlation     Meaningful (Corr > Threshold) 
MEGNet_MatMinerEncoded_v1_225                                0.000870        0.015217        No                            
MEGNet_OFMEncoded_v1_99                                      0.000870        -0.019855       No                            
MEGNet_MatMinerEncoded_v1_169                                0.000867        0.108977        Yes                           
MEGNet_OFMEncoded_v1_37                                      0.000867        0.012862        No                            
MVL16_logK_MP_2019_5                                         0.000867        -0.031051       No                            
MEGNet_OFMEncoded_v1_174                                     0.000865        0.028724        No                            
MEGNet_OFMEncoded_v1_128                                     0.000863        -0.023681       No                            
MVL32_Efermi_MP_2019_2                                       0.000862        0.073221        No                            
MEGNet_MatMinerEncoded_v1_409                                0.000862        -0.124115       Yes                           
MVL16_Eform_MP_2019_8                                        0.000862        0.020275        No                            
MEGNet_MatMinerEncoded_v1_7                                  0.000861        -0.103851       Yes                           
MEGNet_MatMinerEncoded_v1_40                                 0.000861        -0.064414       No                            
MEGNet_MatMinerEncoded_v1_707                                0.000860        -0.109707       Yes                           
MEGNet_MatMinerEncoded_v1_649                                0.000860        -0.022408       No                            
MEGNet_MatMinerEncoded_v1_258                                0.000859        0.127782        Yes                           
MEGNet_MatMinerEncoded_v1_314                                0.000859        0.026927        No                            
MEGNet_MatMinerEncoded_v1_544                                0.000858        -0.030196       No                            
MVL16_Efermi_MP_2019_12                                      0.000858        0.045686        No                            
MEGNet_OFMEncoded_v1_182                                     0.000858        0.052080        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#14                    0.000857        -0.036978       No                            
MVL16_logG_MP_2019_8                                         0.000856        -0.042171       No                            
MEGNet_MatMinerEncoded_v1_98                                 0.000855        0.089581        No                            
MVL32_Bandgap_MP_2018_25                                     0.000855        0.015103        No                            
SISSO_noemd_shg_16                                           0.000854        0.025291        No                            
MEGNet_MatMinerEncoded_v1_467                                0.000854        0.055958        No                            
MVL16_Bandgap_classifier_MP_2018_7                           0.000853        0.052284        No                            
MEGNet_OFMEncoded_v1_139                                     0.000853        0.037285        No                            
MEGNet_MatMinerEncoded_v1_666                                0.000852        -0.188365       Yes                           
MVL32_logG_MP_2019_8                                         0.000851        0.021868        No                            
MEGNet_OFMEncoded_v1_31                                      0.000850        -0.068980       No                            
MVL32_Eform_MP_2019_28                                       0.000850        -0.151813       Yes                           
MVL32_logK_MP_2019_24                                        0.000849        -0.030234       No                            
MEGNet_OFMEncoded_v1_145                                     0.000848        0.033152        No                            
SISSO_matbench_phonons_5                                     0.000848        0.047151        No                            
MEGNet_MatMinerEncoded_v1_419                                0.000847        -0.047388       No                            
MEGNet_MatMinerEncoded_v1_636                                0.000847        -0.009411       No                            
MEGNet_OFMEncoded_v1_73                                      0.000845        -0.015294       No                            
MEGNet_MatMinerEncoded_v1_437                                0.000844        -0.019688       No                            
MVL32_Eform_MP_2019_20                                       0.000843        -0.194982       Yes                           
MEGNet_OFMEncoded_v1_62                                      0.000843        0.124927        Yes                           
SISSO_matbench_log_gvrh_16                                   0.000842        -0.094626       No                            
SISSO_matbench_phonons_4                                     0.000842        0.177004        Yes                           
MEGNet_MatMinerEncoded_v1_725                                0.000842        0.018545        No                            
MVL32_Efermi_MP_2019_8                                       0.000842        -0.080344       No                            
MVL16_Bandgap_MP_2018_10                                     0.000841        -0.029669       No                            
MVL32_Eform_MP_2019_24                                       0.000841        -0.007432       No                            
MEGNet_MatMinerEncoded_v1_454                                0.000840        -0.032165       No                            
MVL32_Eform_MP_2019_32                                       0.000840        0.002748        No                            
MVL32_logG_MP_2019_27                                        0.000839        -0.007391       No                            
MVL32_logG_MP_2019_17                                        0.000838        0.074050        No                            
MEGNet_MatMinerEncoded_v1_424                                0.000838        -0.036716       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#40                    0.000838        0.053324        No                            
MVL32_Efermi_MP_2019_9                                       0.000837        0.032840        No                            
MEGNet_MatMinerEncoded_v1_651                                0.000836        0.057958        No                            
MVL32_Efermi_MP_2019_29                                      0.000834        -0.001903       No                            
MEGNet_MatMinerEncoded_v1_250                                0.000832        -0.012800       No                            
MVL16_Efermi_MP_2019_4                                       0.000832        0.051915        No                            
SISSO_matbench_steels_1                                      0.000832        0.014822        No                            
MVL16_Efermi_MP_2019_6                                       0.000830        0.018088        No                            
SISSO_matbench_glass_3                                       0.000830        -0.107818       Yes                           
MEGNet_MatMinerEncoded_v1_557                                0.000830        0.036942        No                            
MEGNet_MatMinerEncoded_v1_96                                 0.000828        -0.038475       No                            
MVL32_Bandgap_classifier_MP_2018_1                           0.000824        0.095285        No                            
MEGNet_MatMinerEncoded_v1_613                                0.000823        0.021873        No                            
MEGNet_OFMEncoded_v1_118                                     0.000823        0.007915        No                            
SISSO_matbench_expt_is_metal_8                               0.000822        0.045030        No                            
MEGNet_MatMinerEncoded_v1_710                                0.000819        -0.032922       No                            
MEGNet_MatMinerEncoded_v1_62                                 0.000819        -0.081092       No                            
SISSO_matbench_steels_15                                     0.000819        0.000309        No                            
MEGNet_MatMinerEncoded_v1_235                                0.000818        -0.099761       No                            
MEGNet_OFMEncoded_v1_89                                      0.000818        0.014566        No                            
MVL16_Efermi_MP_2019_8                                       0.000817        0.017077        No                            
MVL32_logK_MP_2019_5                                         0.000817        0.021284        No                            
MEGNet_OFMEncoded_v1_160                                     0.000816        -0.033591       No                            
MVL32_Eform_MP_2019_7                                        0.000815        -0.150780       Yes                           
MEGNet_MatMinerEncoded_v1_748                                0.000815        -0.074089       No                            
MVL16_Eform_MP_2019_14                                       0.000814        0.028163        No                            
MVL32_logK_MP_2019_7                                         0.000814        -0.017858       No                            
MVL32_logK_MP_2019_27                                        0.000813        0.061602        No                            
SISSO_matbench_glass_14                                      0.000813        0.007040        No                            
SISSO_matbench_expt_is_metal_6                               0.000812        -0.021521       No                            
MEGNet_MatMinerEncoded_v1_536                                0.000812        0.058455        No                            
MEGNet_OFMEncoded_v1_175                                     0.000810        0.094977        No                            
MEGNet_MatMinerEncoded_v1_435                                0.000810        0.022287        No                            
MEGNet_MatMinerEncoded_v1_468                                0.000810        -0.001038       No                            
MEGNet_MatMinerEncoded_v1_330                                0.000809        -0.001439       No                            
MEGNet_MatMinerEncoded_v1_756                                0.000809        -0.011363       No                            
MEGNet_OFMEncoded_v1_90                                      0.000808        -0.011515       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#35                    0.000807        0.046180        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#05                    0.000806        0.005436        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#64                    0.000806        0.052751        No                            
MEGNet_MatMinerEncoded_v1_621                                0.000806        0.010615        No                            
MVL32_Bandgap_classifier_MP_2018_2                           0.000806        -0.071566       No                            
SISSO_matbench_jdft2d_19                                     0.000805        -0.012970       No                            
SISSO_matbench_glass_1                                       0.000805        -0.001341       No                            
MVL32_Eform_MP_2019_26                                       0.000804        -0.142934       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#06                    0.000804        0.076270        No                            
MEGNet_MatMinerEncoded_v1_568                                0.000802        -0.017081       No                            
MEGNet_OFMEncoded_v1_59                                      0.000802        0.039920        No                            
MVL32_logG_MP_2019_24                                        0.000799        -0.004379       No                            
MVL16_logK_MP_2019_14                                        0.000799        -0.064328       No                            
MVL16_logG_MP_2019_13                                        0.000799        0.017107        No                            
MEGNet_OFMEncoded_v1_122                                     0.000796        -0.002082       No                            
MEGNet_MatMinerEncoded_v1_518                                0.000794        -0.101451       Yes                           
MVL32_Bandgap_classifier_MP_2018_24                          0.000793        -0.014953       No                            
MEGNet_MatMinerEncoded_v1_360                                0.000793        0.012599        No                            
MEGNet_MatMinerEncoded_v1_340                                0.000793        -0.104099       Yes                           
MEGNet_MatMinerEncoded_v1_142                                0.000791        0.007209        No                            
MVL32_logG_MP_2019_3                                         0.000791        0.103148        Yes                           
MEGNet_MatMinerEncoded_v1_685                                0.000790        -0.008741       No                            
MEGNet_MatMinerEncoded_v1_394                                0.000789        -0.043977       No                            
MVL32_Efermi_MP_2019_22                                      0.000787        -0.067004       No                            
MEGNet_MatMinerEncoded_v1_307                                0.000787        0.005307        No                            
MVL32_logG_MP_2019_10                                        0.000787        0.020786        No                            
SISSO_matbench_expt_is_metal_19                              0.000786        0.010346        No                            
MVL32_logK_MP_2019_11                                        0.000786        0.002002        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#28                    0.000785        -0.044629       No                            
MVL32_Efermi_MP_2019_15                                      0.000784        0.117293        Yes                           
MVL32_logK_MP_2019_18                                        0.000784        0.006166        No                            
MEGNet_MatMinerEncoded_v1_543                                0.000784        -0.093813       No                            
MVL32_logG_MP_2019_9                                         0.000783        0.016701        No                            
MEGNet_MatMinerEncoded_v1_655                                0.000783        -0.046808       No                            
MEGNet_MatMinerEncoded_v1_255                                0.000781        0.037670        No                            
MEGNet_MatMinerEncoded_v1_737                                0.000780        -0.019216       No                            
MEGNet_OFMEncoded_v1_82                                      0.000780        0.086055        No                            
MEGNet_MatMinerEncoded_v1_490                                0.000779        -0.065442       No                            
MVL32_logK_MP_2019_3                                         0.000778        0.001426        No                            
MEGNet_MatMinerEncoded_v1_158                                0.000776        0.110269        Yes                           
MEGNet_OFMEncoded_v1_179                                     0.000774        -0.079999       No                            
SISSO_matbench_perovskites_18                                0.000774        0.064946        No                            
MEGNet_MatMinerEncoded_v1_489                                0.000773        0.027510        No                            
MVL32_logG_MP_2019_23                                        0.000772        0.030285        No                            
MVL32_Efermi_MP_2019_18                                      0.000770        -0.169824       Yes                           
MVL16_Efermi_MP_2019_16                                      0.000770        -0.185480       Yes                           
MEGNet_OFMEncoded_v1_13                                      0.000768        -0.170515       Yes                           
MEGNet_OFMEncoded_v1_185                                     0.000767        0.035876        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#24                    0.000766        -0.011514       No                            
SISSO_matbench_mp_gap_9                                      0.000762        -0.002245       No                            
MEGNet_MatMinerEncoded_v1_172                                0.000762        -0.052132       No                            
MEGNet_MatMinerEncoded_v1_687                                0.000760        0.106083        Yes                           
MVL32_logG_MP_2019_18                                        0.000760        0.010677        No                            
MVL32_Bandgap_MP_2018_20                                     0.000757        0.094260        No                            
MEGNet_OFMEncoded_v1_35                                      0.000757        0.012903        No                            
MEGNet_MatMinerEncoded_v1_590                                0.000756        -0.037618       No                            
MVL32_Bandgap_MP_2018_17                                     0.000756        0.019962        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#37                    0.000754        -0.049998       No                            
MEGNet_MatMinerEncoded_v1_268                                0.000754        0.090656        No                            
MVL32_logG_MP_2019_32                                        0.000753        0.038866        No                            
MVL16_logK_MP_2019_15                                        0.000753        0.000741        No                            
SISSO_matbench_expt_gap_17                                   0.000752        -0.007383       No                            
MVL16_Bandgap_classifier_MP_2018_5                           0.000751        0.033662        No                            
MEGNet_MatMinerEncoded_v1_479                                0.000750        -0.084985       No                            
MVL16_Bandgap_MP_2018_11                                     0.000750        0.002321        No                            
MVL32_Bandgap_classifier_MP_2018_7                           0.000749        0.225301        Yes                           
SISSO_matbench_expt_is_metal_5                               0.000749        0.000658        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#59                    0.000747        -0.004038       No                            
MEGNet_MatMinerEncoded_v1_42                                 0.000746        0.101789        Yes                           
MVL32_Bandgap_classifier_MP_2018_18                          0.000744        -0.003503       No                            
MEGNet_MatMinerEncoded_v1_231                                0.000744        0.002805        No                            
MEGNet_OFMEncoded_v1_104                                     0.000740        -0.082932       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#01                    0.000739        -0.073476       No                            
SISSO_matbench_phonons_2                                     0.000738        -0.024016       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#03                    0.000738        0.022135        No                            
MVL16_logK_MP_2019_9                                         0.000738        -0.034881       No                            
MEGNet_MatMinerEncoded_v1_81                                 0.000738        -0.109974       Yes                           
MEGNet_MatMinerEncoded_v1_232                                0.000737        -0.118106       Yes                           
SISSO_noemd_shg_11                                           0.000735        -0.159989       Yes                           
MEGNet_MatMinerEncoded_v1_709                                0.000734        0.019809        No                            
MVL32_Eform_MP_2019_15                                       0.000734        -0.099745       No                            
MVL32_Bandgap_MP_2018_26                                     0.000733        -0.067060       No                            
MEGNet_MatMinerEncoded_v1_603                                0.000733        -0.073534       No                            
MVL16_Bandgap_classifier_MP_2018_14                          0.000733        -0.024992       No                            
MEGNet_MatMinerEncoded_v1_587                                0.000732        0.053701        No                            
MEGNet_MatMinerEncoded_v1_238                                0.000731        -0.010159       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#13                    0.000731        -0.039959       No                            
MEGNet_MatMinerEncoded_v1_562                                0.000730        -0.001573       No                            
MVL32_Eform_MP_2019_21                                       0.000730        -0.005464       No                            
MEGNet_MatMinerEncoded_v1_683                                0.000729        -0.013882       No                            
MEGNet_MatMinerEncoded_v1_387                                0.000729        -0.004907       No                            
MEGNet_MatMinerEncoded_v1_733                                0.000728        0.050935        No                            
MEGNet_OFMEncoded_v1_9                                       0.000728        -0.096238       No                            
SISSO_matbench_mp_gap_5                                      0.000727        -0.051281       No                            
SISSO_matbench_mp_gap_12                                     0.000725        0.055231        No                            
MEGNet_MatMinerEncoded_v1_327                                0.000725        0.019390        No                            
SISSO_matbench_jdft2d_18                                     0.000724        -0.001691       No                            
SISSO_matbench_mp_gap_13                                     0.000723        0.056234        No                            
MVL32_Eform_MP_2019_9                                        0.000720        0.009973        No                            
SISSO_matbench_expt_is_metal_13                              0.000719        -0.077437       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#57                    0.000719        -0.041678       No                            
MEGNet_OFMEncoded_v1_58                                      0.000715        -0.113206       Yes                           
MEGNet_MatMinerEncoded_v1_39                                 0.000709        -0.094206       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#29                    0.000708        0.017625        No                            
SISSO_matbench_mp_e_form_13                                  0.000708        0.060422        No                            
MEGNet_MatMinerEncoded_v1_663                                0.000708        0.040701        No                            
MVL32_Bandgap_MP_2018_12                                     0.000707        -0.082119       No                            
SISSO_matbench_perovskites_8                                 0.000706        0.010505        No                            
MVL16_Bandgap_classifier_MP_2018_11                          0.000706        0.004165        No                            
SISSO_matbench_mp_gap_6                                      0.000706        -0.098544       No                            
MVL16_Efermi_MP_2019_7                                       0.000705        0.009914        No                            
SISSO_matbench_phonons_18                                    0.000704        -0.031216       No                            
MEGNet_MatMinerEncoded_v1_749                                0.000704        0.045404        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#27                    0.000704        -0.038392       No                            
MVL32_logG_MP_2019_2                                         0.000704        0.009278        No                            
MEGNet_MatMinerEncoded_v1_36                                 0.000703        -0.078468       No                            
MVL32_logG_MP_2019_30                                        0.000703        -0.034978       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#31                    0.000702        0.062253        No                            
SISSO_noemd_hse_pbe_diff_6                                   0.000700        0.073904        No                            
MEGNet_MatMinerEncoded_v1_722                                0.000700        0.012557        No                            
MEGNet_MatMinerEncoded_v1_355                                0.000699        -0.037559       No                            
MEGNet_MatMinerEncoded_v1_358                                0.000699        -0.041864       No                            
MEGNet_MatMinerEncoded_v1_569                                0.000699        -0.065079       No                            
SISSO_matbench_glass_12                                      0.000698        -0.010141       No                            
MVL32_logK_MP_2019_31                                        0.000698        -0.039695       No                            
MVL32_Bandgap_MP_2018_29                                     0.000694        0.033336        No                            
MVL16_Bandgap_MP_2018_1                                      0.000693        0.002907        No                            
MVL32_Eform_MP_2019_12                                       0.000692        0.116428        Yes                           
MEGNet_MatMinerEncoded_v1_617                                0.000692        0.004843        No                            
SISSO_matbench_glass_18                                      0.000690        0.062277        No                            
MVL16_Bandgap_classifier_MP_2018_2                           0.000688        -0.149089       Yes                           
MEGNet_MatMinerEncoded_v1_21                                 0.000687        -0.025398       No                            
SISSO_matbench_expt_is_metal_14                              0.000685        0.064216        No                            
MEGNet_OFMEncoded_v1_181                                     0.000684        0.017990        No                            
MVL32_logK_MP_2019_22                                        0.000683        -0.069835       No                            
MEGNet_MatMinerEncoded_v1_702                                0.000677        0.028842        No                            
MEGNet_MatMinerEncoded_v1_570                                0.000675        -0.020942       No                            
MEGNet_MatMinerEncoded_v1_145                                0.000673        0.026664        No                            
MEGNet_OFMEncoded_v1_184                                     0.000673        0.028966        No                            
SISSO_matbench_phonons_6                                     0.000673        0.061707        No                            
MVL16_logG_MP_2019_1                                         0.000671        0.020891        No                            
MEGNet_MatMinerEncoded_v1_744                                0.000670        0.008872        No                            
MEGNet_OFMEncoded_v1_8                                       0.000670        -0.038499       No                            
MEGNet_MatMinerEncoded_v1_622                                0.000669        -0.045421       No                            
SISSO_matbench_mp_e_form_20                                  0.000667        -0.105471       Yes                           
MVL32_logG_MP_2019_15                                        0.000667        -0.001395       No                            
MVL32_Bandgap_classifier_MP_2018_19                          0.000667        -0.039275       No                            
MEGNet_OFMEncoded_v1_153                                     0.000666        -0.056956       No                            
MEGNet_OFMEncoded_v1_152                                     0.000666        -0.059029       No                            
MEGNet_MatMinerEncoded_v1_561                                0.000665        -0.021442       No                            
ROOST_oqmd_eform_LayerOutput_#57                             0.000665        0.009436        No                            
MEGNet_MatMinerEncoded_v1_322                                0.000664        0.021485        No                            
SISSO_matbench_jdft2d_5                                      0.000663        0.050093        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#47                    0.000663        -0.029469       No                            
MVL32_logK_MP_2019_9                                         0.000663        -0.057125       No                            
MEGNet_MatMinerEncoded_v1_25                                 0.000661        -0.110625       Yes                           
MEGNet_MatMinerEncoded_v1_535                                0.000661        0.017394        No                            
SISSO_matbench_steels_12                                     0.000661        -0.057838       No                            
MVL32_logK_MP_2019_28                                        0.000660        -0.013789       No                            
MEGNet_MatMinerEncoded_v1_30                                 0.000660        0.034998        No                            
MVL32_Bandgap_MP_2018_3                                      0.000659        0.069348        No                            
MEGNet_MatMinerEncoded_v1_93                                 0.000659        0.015364        No                            
MEGNet_MatMinerEncoded_v1_755                                0.000658        -0.009074       No                            
MEGNet_OFMEncoded_v1_108                                     0.000657        -0.031389       No                            
MEGNet_MatMinerEncoded_v1_260                                0.000656        0.137076        Yes                           
MEGNet_MatMinerEncoded_v1_513                                0.000656        -0.052987       No                            
MEGNet_MatMinerEncoded_v1_412                                0.000655        -0.010621       No                            
MEGNet_OFMEncoded_v1_48                                      0.000652        0.023600        No                            
MVL16_logG_MP_2019_16                                        0.000651        0.084156        No                            
MEGNet_MatMinerEncoded_v1_738                                0.000650        -0.003046       No                            
MEGNet_MatMinerEncoded_v1_361                                0.000648        -0.017371       No                            
MEGNet_MatMinerEncoded_v1_94                                 0.000647        0.065256        No                            
SISSO_matbench_perovskites_10                                0.000647        -0.095681       No                            
MEGNet_MatMinerEncoded_v1_526                                0.000647        0.116788        Yes                           
MVL16_logK_MP_2019_3                                         0.000646        0.017117        No                            
MVL32_Eform_MP_2019_31                                       0.000646        -0.013163       No                            
SISSO_matbench_mp_e_form_9                                   0.000644        0.119548        Yes                           
MEGNet_MatMinerEncoded_v1_3                                  0.000643        -0.061964       No                            
MEGNet_MatMinerEncoded_v1_325                                0.000642        -0.038801       No                            
MEGNet_OFMEncoded_v1_81                                      0.000642        -0.070744       No                            
MVL32_Bandgap_MP_2018_8                                      0.000641        -0.028750       No                            
MVL32_Efermi_MP_2019_19                                      0.000641        -0.018383       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#16                    0.000639        -0.015660       No                            
MEGNet_MatMinerEncoded_v1_574                                0.000636        -0.032719       No                            
MVL32_Efermi_MP_2019_13                                      0.000635        0.043081        No                            
MVL32_logG_MP_2019_21                                        0.000635        0.004141        No                            
MVL32_Bandgap_MP_2018_27                                     0.000634        0.004819        No                            
MEGNet_MatMinerEncoded_v1_469                                0.000634        -0.060047       No                            
MEGNet_OFMEncoded_v1_7                                       0.000633        0.056553        No                            
MEGNet_OFMEncoded_v1_32                                      0.000633        -0.094177       No                            
MEGNet_OFMEncoded_v1_111                                     0.000632        -0.032016       No                            
MVL32_Eform_MP_2019_5                                        0.000631        0.005509        No                            
MVL32_Bandgap_MP_2018_30                                     0.000631        0.012734        No                            
MEGNet_MatMinerEncoded_v1_55                                 0.000630        0.076619        No                            
SISSO_matbench_glass_15                                      0.000630        -0.040566       No                            
MEGNet_MatMinerEncoded_v1_583                                0.000629        0.027082        No                            
MEGNet_MatMinerEncoded_v1_273                                0.000629        0.018649        No                            
MEGNet_OFMEncoded_v1_106                                     0.000629        -0.054184       No                            
MEGNet_MatMinerEncoded_v1_689                                0.000628        0.132014        Yes                           
MVL32_Bandgap_classifier_MP_2018_27                          0.000628        0.073601        No                            
MEGNet_MatMinerEncoded_v1_18                                 0.000627        -0.110202       Yes                           
MVL32_logG_MP_2019_7                                         0.000625        -0.020015       No                            
MVL32_Bandgap_MP_2018_15                                     0.000624        -0.009604       No                            
MVL32_logG_MP_2019_1                                         0.000624        -0.013999       No                            
MEGNet_OFMEncoded_v1_15                                      0.000623        0.007731        No                            
MEGNet_MatMinerEncoded_v1_746                                0.000620        -0.034657       No                            
MVL16_Efermi_MP_2019_15                                      0.000620        -0.000853       No                            
MEGNet_MatMinerEncoded_v1_97                                 0.000619        -0.017983       No                            
MEGNet_OFMEncoded_v1_110                                     0.000619        -0.004465       No                            
MEGNet_MatMinerEncoded_v1_287                                0.000618        -0.074039       No                            
MVL32_Bandgap_classifier_MP_2018_14                          0.000615        -0.017080       No                            
MEGNet_MatMinerEncoded_v1_271                                0.000615        0.010822        No                            
MEGNet_OFMEncoded_v1_1                                       0.000614        0.046849        No                            
MVL32_Eform_MP_2019_4                                        0.000613        -0.043302       No                            
MVL32_Efermi_MP_2019_5                                       0.000612        -0.055992       No                            
MEGNet_OFMEncoded_v1_93                                      0.000611        -0.063234       No                            
MEGNet_MatMinerEncoded_v1_595                                0.000611        -0.062668       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#43                    0.000609        0.040192        No                            
MVL32_Bandgap_MP_2018_28                                     0.000606        0.072634        No                            
SISSO_matbench_mp_gap_8                                      0.000605        0.134017        Yes                           
MVL32_Bandgap_MP_2018_4                                      0.000604        0.001007        No                            
SISSO_matbench_steels_16                                     0.000603        0.116609        Yes                           
MEGNet_OFMEncoded_v1_169                                     0.000603        -0.011354       No                            
MEGNet_MatMinerEncoded_v1_58                                 0.000602        0.062926        No                            
MEGNet_MatMinerEncoded_v1_265                                0.000602        0.080678        No                            
MEGNet_MatMinerEncoded_v1_659                                0.000601        0.037708        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#44                    0.000600        0.029604        No                            
MEGNet_MatMinerEncoded_v1_618                                0.000600        0.037907        No                            
MVL16_Bandgap_MP_2018_4                                      0.000598        -0.007293       No                            
MEGNet_MatMinerEncoded_v1_658                                0.000598        -0.166847       Yes                           
MEGNet_MatMinerEncoded_v1_599                                0.000598        0.011936        No                            
MEGNet_MatMinerEncoded_v1_691                                0.000597        -0.105415       Yes                           
MEGNet_MatMinerEncoded_v1_671                                0.000595        -0.003792       No                            
MEGNet_MatMinerEncoded_v1_717                                0.000592        -0.060400       No                            
MVL32_Eform_MP_2019_14                                       0.000592        0.209382        Yes                           
MEGNet_MatMinerEncoded_v1_572                                0.000592        0.036894        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#23                    0.000591        -0.047402       No                            
MVL32_Bandgap_MP_2018_23                                     0.000590        -0.089824       No                            
MEGNet_OFMEncoded_v1_146                                     0.000585        -0.027388       No                            
MEGNet_MatMinerEncoded_v1_758                                0.000585        -0.104852       Yes                           
MVL16_logG_MP_2019_2                                         0.000584        0.008598        No                            
MEGNet_MatMinerEncoded_v1_575                                0.000582        -0.011495       No                            
MEGNet_OFMEncoded_v1_158                                     0.000581        0.158716        Yes                           
MVL16_Eform_MP_2019_2                                        0.000581        -0.058496       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#20                    0.000580        -0.011431       No                            
MEGNet_MatMinerEncoded_v1_555                                0.000580        -0.009946       No                            
MVL32_logG_MP_2019_19                                        0.000576        -0.016376       No                            
MVL32_Efermi_MP_2019_11                                      0.000573        0.002672        No                            
SISSO_matbench_mp_e_form_1                                   0.000571        0.039757        No                            
MEGNet_MatMinerEncoded_v1_8                                  0.000568        0.009614        No                            
MEGNet_OFMEncoded_v1_113                                     0.000567        0.007228        No                            
SISSO_matbench_mp_e_form_14                                  0.000567        0.119444        Yes                           
MVL32_Bandgap_MP_2018_32                                     0.000567        0.035607        No                            
MEGNet_OFMEncoded_v1_140                                     0.000563        -0.039004       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#02                    0.000563        -0.004002       No                            
MVL16_Efermi_MP_2019_3                                       0.000562        -0.003666       No                            
MEGNet_MatMinerEncoded_v1_500                                0.000561        0.049166        No                            
SISSO_matbench_log_gvrh_14                                   0.000557        0.042879        No                            
MVL32_Bandgap_MP_2018_18                                     0.000557        0.030014        No                            
MVL16_Eform_MP_2019_9                                        0.000557        -0.058618       No                            
MEGNet_MatMinerEncoded_v1_329                                0.000556        0.003233        No                            
MEGNet_MatMinerEncoded_v1_502                                0.000555        -0.010579       No                            
MVL16_Efermi_MP_2019_5                                       0.000550        0.002944        No                            
MEGNet_MatMinerEncoded_v1_421                                0.000550        0.087106        No                            
SISSO_matbench_expt_gap_19                                   0.000549        -0.016517       No                            
MVL32_logG_MP_2019_11                                        0.000547        -0.004228       No                            
MEGNet_MatMinerEncoded_v1_747                                0.000546        0.010792        No                            
MVL16_logK_MP_2019_1                                         0.000545        -0.030152       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#55                    0.000542        0.045952        No                            
MEGNet_MatMinerEncoded_v1_262                                0.000541        -0.024298       No                            
MEGNet_MatMinerEncoded_v1_399                                0.000541        -0.061214       No                            
MEGNet_MatMinerEncoded_v1_753                                0.000539        0.004383        No                            
MVL32_Bandgap_MP_2018_14                                     0.000539        -0.006197       No                            
MVL32_Efermi_MP_2019_6                                       0.000538        0.008319        No                            
MEGNet_MatMinerEncoded_v1_56                                 0.000538        -0.046117       No                            
MEGNet_OFMEncoded_v1_91                                      0.000536        0.028091        No                            
MVL32_logG_MP_2019_29                                        0.000533        -0.050210       No                            
MEGNet_MatMinerEncoded_v1_252                                0.000531        0.013814        No                            
MEGNet_MatMinerEncoded_v1_294                                0.000529        -0.083165       No                            
MEGNet_MatMinerEncoded_v1_79                                 0.000528        0.045599        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#10                    0.000520        0.052585        No                            
MEGNet_MatMinerEncoded_v1_514                                0.000519        -0.054617       No                            
MEGNet_MatMinerEncoded_v1_757                                0.000514        -0.031184       No                            
MVL32_logK_MP_2019_2                                         0.000513        -0.030143       No                            
MEGNet_OFMEncoded_v1_168                                     0.000512        -0.146430       Yes                           
MVL32_logK_MP_2019_13                                        0.000511        0.000127        No                            
MVL32_Bandgap_MP_2018_7                                      0.000511        0.034724        No                            
MVL32_Bandgap_classifier_MP_2018_21                          0.000509        0.024431        No                            
MVL32_logG_MP_2019_5                                         0.000506        0.074161        No                            
MVL16_Eform_MP_2019_16                                       0.000505        0.030490        No                            
MEGNet_OFMEncoded_v1_97                                      0.000505        0.029664        No                            
MVL16_Efermi_MP_2019_14                                      0.000503        0.058274        No                            
MEGNet_MatMinerEncoded_v1_400                                0.000502        0.013696        No                            
SISSO_matbench_mp_e_form_18                                  0.000502        -0.162532       Yes                           
SISSO_matbench_expt_is_metal_2                               0.000501        0.000676        No                            
SISSO_matbench_phonons_9                                     0.000501        -0.084244       No                            
MEGNet_MatMinerEncoded_v1_593                                0.000500        -0.050799       No                            
MVL16_Bandgap_classifier_MP_2018_1                           0.000499        -0.031756       No                            
MVL32_logK_MP_2019_8                                         0.000492        0.012863        No                            
