# FEAT_ID     Score                   Feature Expression
79            0.0673731361609166551   ((|feature_28 - feature_6|) / (feature_28 - feature_15))
80            0.0673752681712452145   ((|feature_28 - feature_6|) / (feature_15 - feature_4))
81            0.067375576515074212    ((|feature_28 - feature_6|) / (feature_16 + feature_15))
82            0.0673757097829099788   ((|feature_28 - feature_6|) / (|feature_29 - feature_15|))
83            0.067380044504166528    ((|feature_28 - feature_6|) / (feature_15 - feature_3))
84            0.0673827960020833699   ((|feature_28 - feature_6|) / (feature_15 - feature_7))
85            0.0673844575771950088   ((|feature_28 - feature_6|) / (feature_19 + feature_15))
86            0.0673924149330127203   ((|feature_28 - feature_6|) / (feature_15 + feature_13))
87            0.0674024107464518685   ((|feature_28 - feature_6|) / (feature_21 - feature_15))
88            0.0674048795466449802   ((|feature_28 - feature_6|) / (feature_30 - feature_15))
89            0.0692314450863587422   ((|feature_28 - feature_6|) * (feature_22 / feature_15))
#-----------------------------------------------------------------------
90            0.0308666106096999078   ((feature_4^2) / (feature_23 - feature_14))
91            0.0309446549143832204   ((feature_5 * feature_3) / (feature_23 - feature_14))
92            0.0310239361691515454   ((feature_3^2) / (feature_23 - feature_14))
93            0.0311239619351111468   ((|feature_22 - feature_17|) * (feature_16 - feature_12))
94            0.0314501365463589685   ((feature_4 * feature_3) / (feature_23 - feature_14))
95            0.0316467000276356367   ((feature_5^3) / (feature_23 - feature_14))
96            0.0317392807967449356   ((feature_22 - feature_16) * (feature_16 - feature_12))
97            0.0322877554074869066   ((|feature_22 - feature_16|) * (|feature_16 - feature_12|))
98            0.0324791949764825852   ((feature_22 - feature_16) * (feature_18 - feature_16))
99            0.0327095395859522478   ((feature_4^3) / (feature_23 - feature_14))
100           0.0329304095970570435   ((feature_3^3) / (feature_23 - feature_14))
101           0.0329601031760557717   (|(feature_16 * feature_12) - exp(feature_12)|)
102           0.0337445132157236719   ((|feature_22 - feature_16|) * (feature_16 - feature_12))
103           0.0345360210701012582   ((|feature_22 - feature_16|) * (feature_18 - feature_16))
104           0.0378371953387635282   (|(feature_30 * feature_16) - cbrt(feature_15)|)
#-----------------------------------------------------------------------
