--- Feature Importance and SHAP-Feature Correlation (Fold 0) ---

Correlation Threshold for Meaningful Features: 0.1

Feature                                                      Importance      Correlation     Meaningful (Corr > Threshold) 
XRDPowderPattern_xrd_82                                      0.003942        0.029104        No                            
XRDPowderPattern_xrd_103                                     0.003941        0.007049        No                            
coGN_ReadoutComponent1_Feature88_fold0                       0.003941        0.141671        Yes                           
XRDPowderPattern_xrd_70                                      0.003941        -0.044469       No                            
coGN_ReadoutComponent4_Feature117_fold0                      0.003935        0.023200        No                            
coGN_ReadoutComponent4_Feature125_fold0                      0.003935        -0.086063       No                            
coGN_ReadoutComponent3_Feature61_fold0                       0.003932        -0.133246       Yes                           
coGN_ReadoutComponent2_Feature127_fold0                      0.003932        0.029157        No                            
coGN_ReadoutComponent2_Feature44_fold0                       0.003931        0.129549        Yes                           
ORB_v3_layer_3_92                                            0.003924        -0.052806       No                            
ORB_v3_layer_1_204                                           0.003923        0.009878        No                            
ORB_v3_layer_3_52                                            0.003923        -0.029697       No                            
coGN_ReadoutComponent3_Feature95_fold0                       0.003920        0.000900        No                            
ORB_v3_layer_2_85                                            0.003917        -0.046468       No                            
coGN_ReadoutComponent2_Feature103_fold0                      0.003916        0.051876        No                            
ROOST_mpgap_LayerMaterialPooling_#38                         0.003913        -0.052966       No                            
coGN_ReadoutComponent1_Feature64_fold0                       0.003904        -0.077487       No                            
coGN_ReadoutComponent4_Feature43_fold0                       0.003900        -0.258065       Yes                           
coGN_ReadoutComponent3_Feature76_fold0                       0.003897        0.129508        Yes                           
ORB_v3_layer_3_135                                           0.003889        0.011569        No                            
coGN_ReadoutComponent1_Feature114_fold0                      0.003888        0.035944        No                            
ROOST_mpgap_LayerMaterialPooling_#28                         0.003886        -0.017391       No                            
ORB_v3_initial_atom_embedding_178                            0.003881        -0.046762       No                            
coGN_ReadoutComponent2_Feature128_fold0                      0.003877        0.004546        No                            
ORB_v3_layer_1_31                                            0.003876        0.107466        Yes                           
ORB_v3_encoder_node_features_113                             0.003857        -0.254911       Yes                           
ORB_v3_layer_3_139                                           0.003855        0.049501        No                            
ORB_v3_layer_2_43                                            0.003841        -0.039257       No                            
coGN_ReadoutComponent2_Feature90_fold0                       0.003841        0.041909        No                            
ORB_v3_initial_atom_embedding_207                            0.003840        -0.059806       No                            
coGN_ReadoutComponent4_Feature20_fold0                       0.003838        -0.167214       Yes                           
coGN_ReadoutComponent2_Feature95_fold0                       0.003829        0.052250        No                            
coGN_ReadoutComponent2_Feature61_fold0                       0.003826        0.086195        No                            
ROOST_mpgap_LayerMaterialPooling_#04                         0.003822        0.047479        No                            
ORB_v3_initial_atom_embedding_104                            0.003816        0.000723        No                            
ORB_v3_layer_2_231                                           0.003814        -0.139041       Yes                           
ORB_v3_layer_1_38                                            0.003804        0.034598        No                            
SISSOresiduals_MVcoGNmodel_SISterm_high_feat_058             0.003802        -0.166951       Yes                           
ROOST_mpgap_LayerMaterialPooling_#17                         0.003800        0.023468        No                            
ORB_v3_layer_2_170                                           0.003788        -0.002782       No                            
coGN_ReadoutComponent1_Feature54_fold0                       0.003788        0.020470        No                            
coGN_ReadoutComponent1_Feature69_fold0                       0.003785        0.096577        No                            
MVL16_Eform_MP_2019_3                                        0.003783        -0.187269       Yes                           
coGN_ReadoutComponent2_Feature23_fold0                       0.003774        -0.105158       Yes                           
ORB_v3_layer_3_127                                           0.003768        0.069526        No                            
coGN_ReadoutComponent1_Feature57_fold0                       0.003768        0.014328        No                            
coGN_ReadoutComponent2_Feature66_fold0                       0.003763        -0.040176       No                            
OFM:_p^1_-_d^1                                               0.003760        0.057467        No                            
ORB_v3_layer_2_14                                            0.003759        0.014497        No                            
ORB_v3_layer_1_215                                           0.003756        0.011680        No                            
coGN_ReadoutComponent1_Feature5_fold0                        0.003753        -0.110625       Yes                           
coGN_ReadoutComponent4_Feature11_fold0                       0.003752        -0.057998       No                            
ORB_v3_initial_atom_embedding_222                            0.003750        -0.052689       No                            
ORB_v3_layer_2_13                                            0.003749        -0.053052       No                            
ORB_v3_layer_1_52                                            0.003748        0.041019        No                            
coGN_ReadoutComponent1_Feature21_fold0                       0.003738        0.043867        No                            
XRDPowderPattern_xrd_110                                     0.003738        -0.066471       No                            
ORB_v3_encoder_node_features_133                             0.003732        -0.051559       No                            
coGN_ReadoutComponent4_Feature115_fold0                      0.003731        -0.038982       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#16                    0.003729        0.024406        No                            
ORB_v3_layer_2_233                                           0.003727        -0.259005       Yes                           
ROOST_mpgap_LayerMaterialPooling_#32                         0.003725        -0.022218       No                            
coGN_ReadoutComponent4_Feature16_fold0                       0.003723        -0.102749       Yes                           
coGN_ReadoutComponent1_Feature30_fold0                       0.003723        -0.041504       No                            
ROOST_mpgap_LayerMaterialPooling_#23                         0.003720        -0.039358       No                            
coGN_ReadoutComponent1_Feature20_fold0                       0.003719        0.027172        No                            
ORB_v3_layer_4_189                                           0.003712        0.095003        No                            
coGN_ReadoutComponent2_Feature52_fold0                       0.003694        -0.052968       No                            
ORB_v3_initial_atom_embedding_127                            0.003693        0.109875        Yes                           
ROOST_mpgap_LayerMaterialPooling_#10                         0.003690        0.067427        No                            
coGN_ReadoutComponent2_Feature4_fold0                        0.003686        -0.170877       Yes                           
ORB_v3_layer_2_93                                            0.003686        0.063852        No                            
coGN_ReadoutComponent3_Feature60_fold0                       0.003686        -0.150974       Yes                           
coGN_ReadoutComponent4_Feature30_fold0                       0.003681        0.072473        No                            
ORB_v3_layer_1_86                                            0.003667        -0.067832       No                            
ORB_v3_layer_2_144                                           0.003667        0.015666        No                            
ORB_v3_initial_atom_embedding_87                             0.003666        -0.001236       No                            
XRDPowderPattern_xrd_75                                      0.003664        0.031630        No                            
coGN_ReadoutComponent3_Feature26_fold0                       0.003660        0.028889        No                            
coGN_ReadoutComponent2_Feature76_fold0                       0.003660        0.009102        No                            
ORB_v3_layer_2_163                                           0.003658        -0.013345       No                            
coGN_ReadoutComponent1_Feature25_fold0                       0.003654        0.033881        No                            
ORB_v3_initial_atom_embedding_15                             0.003653        0.065199        No                            
coGN_ReadoutComponent2_Feature30_fold0                       0.003651        -0.123319       Yes                           
coGN_ReadoutComponent2_Feature113_fold0                      0.003648        0.035563        No                            
coGN_ReadoutComponent4_Feature35_fold0                       0.003644        -0.136032       Yes                           
ORB_v3_layer_3_147                                           0.003643        0.131471        Yes                           
ORB_v3_layer_2_99                                            0.003638        -0.052783       No                            
coGN_ReadoutComponent2_Feature20_fold0                       0.003637        0.044471        No                            
coGN_ReadoutComponent1_Feature122_fold0                      0.003636        0.055695        No                            
ORB_v3_layer_3_34                                            0.003636        -0.042589       No                            
ORB_v3_layer_1_83                                            0.003635        0.079323        No                            
coGN_ReadoutComponent1_Feature24_fold0                       0.003630        0.048530        No                            
ORB_v3_layer_4_89                                            0.003627        -0.096752       No                            
ORB_v3_layer_2_129                                           0.003625        0.017731        No                            
ORB_v3_initial_atom_embedding_245                            0.003622        -0.044919       No                            
ORB_v3_layer_3_171                                           0.003621        -0.128887       Yes                           
ORB_v3_layer_4_113                                           0.003620        -0.080727       No                            
coGN_ReadoutComponent2_Feature35_fold0                       0.003620        -0.017187       No                            
coGN_ReadoutComponent1_Feature41_fold0                       0.003619        -0.017458       No                            
coGN_ReadoutComponent3_Feature7_fold0                        0.003618        0.013093        No                            
coGN_ReadoutComponent1_Feature51_fold0                       0.003617        0.066540        No                            
coGN_ReadoutComponent4_Feature65_fold0                       0.003616        0.133078        Yes                           
OFM:_p^6_-_p^1                                               0.003614        0.037553        No                            
coGN_ReadoutComponent2_Feature114_fold0                      0.003611        0.042774        No                            
ORB_v3_layer_4_31                                            0.003605        -0.096793       No                            
SISSO_matbench_glass_12                                      0.003603        -0.037861       No                            
SISSOlvl2_top_coGNperovsk_03                                 0.003601        -0.255642       Yes                           
ORB_v3_layer_2_182                                           0.003593        0.069023        No                            
ORB_v3_layer_3_165                                           0.003591        0.010291        No                            
ORB_v3_initial_atom_embedding_71                             0.003589        -0.056896       No                            
ORB_v3_layer_2_98                                            0.003588        0.052146        No                            
coGN_ReadoutComponent2_Feature123_fold0                      0.003587        0.081295        No                            
coGN_ReadoutComponent4_Feature83_fold0                       0.003586        -0.083745       No                            
SISSOlvl2_clustertop_coGNperovsk_24                          0.003586        -0.004323       No                            
ORB_v3_layer_3_163                                           0.003585        0.036980        No                            
ROOST_mpgap_LayerMaterialPooling_#49                         0.003585        -0.027357       No                            
coGN_ReadoutComponent1_Feature37_fold0                       0.003583        0.024017        No                            
MVL16_Eform_MP_2019_15                                       0.003580        0.059790        No                            
ROOST_mpgap_LayerMaterialPooling_#39                         0.003578        0.000167        No                            
ORB_v3_layer_4_9                                             0.003577        0.002471        No                            
ORB_v3_encoder_node_features_79                              0.003574        0.020079        No                            
coGN_ReadoutComponent4_Feature40_fold0                       0.003572        -0.261248       Yes                           
ORB_v3_layer_5_119                                           0.003572        -0.042184       No                            
ORB_v3_layer_3_239                                           0.003568        0.015045        No                            
ORB_v3_layer_1_173                                           0.003566        -0.015041       No                            
ORB_v3_layer_2_188                                           0.003560        -0.032805       No                            
MVL16_Eform_MP_2019_13                                       0.003555        -0.017361       No                            
ROOST_mpgap_LayerMaterialPooling_#03                         0.003548        -0.065080       No                            
ORB_v3_layer_2_238                                           0.003543        0.032252        No                            
coGN_ReadoutComponent1_Feature18_fold0                       0.003540        0.028166        No                            
coGN_ReadoutComponent1_Feature87_fold0                       0.003534        0.275580        Yes                           
ROOST_mpgap_LayerMaterialPooling_#43                         0.003532        -0.041781       No                            
coGN_ReadoutComponent1_Feature105_fold0                      0.003527        0.116388        Yes                           
MVL16_Eform_MP_2019_11                                       0.003527        0.159776        Yes                           
ORB_v3_layer_4_182                                           0.003525        0.082069        No                            
coGN_ReadoutComponent2_Feature91_fold0                       0.003523        -0.065493       No                            
coGN_ReadoutComponent2_Feature21_fold0                       0.003522        -0.080884       No                            
XRDPowderPattern_xrd_108                                     0.003521        0.036987        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#61                    0.003521        0.099036        No                            
coGN_ReadoutComponent2_Feature125_fold0                      0.003521        0.203638        Yes                           
ORB_v3_initial_atom_embedding_19                             0.003517        -0.071295       No                            
coGN_ReadoutComponent3_Feature87_fold0                       0.003514        0.006516        No                            
ORB_v3_layer_3_87                                            0.003513        -0.090073       No                            
ORB_v3_layer_1_234                                           0.003510        0.061413        No                            
coGN_ReadoutComponent1_Feature44_fold0                       0.003509        0.009076        No                            
ORB_v3_layer_1_118                                           0.003501        -0.013403       No                            
coGN_ReadoutComponent1_Feature4_fold0                        0.003499        0.213267        Yes                           
XRDPowderPattern_xrd_90                                      0.003495        0.019999        No                            
coGN_ReadoutComponent1_Feature104_fold0                      0.003490        0.024779        No                            
XRDPowderPattern_xrd_99                                      0.003489        0.003235        No                            
ROOST_mpgap_LayerMaterialPooling_#20                         0.003485        0.008912        No                            
coGN_ReadoutComponent4_Feature2_fold0                        0.003483        0.002502        No                            
coGN_ReadoutComponent4_Feature84_fold0                       0.003476        -0.049635       No                            
coGN_ReadoutComponent3_Feature91_fold0                       0.003474        -0.076043       No                            
ORB_v3_layer_2_172                                           0.003473        -0.006200       No                            
ORB_v3_layer_1_101                                           0.003467        -0.002088       No                            
coGN_ReadoutComponent2_Feature104_fold0                      0.003461        0.191364        Yes                           
ORB_v3_initial_atom_embedding_253                            0.003460        0.019790        No                            
coGN_ReadoutComponent3_Feature38_fold0                       0.003457        -0.124420       Yes                           
ROOST_mpgap_LayerMaterialPooling_#36                         0.003457        0.060104        No                            
coGN_ReadoutComponent1_Feature16_fold0                       0.003454        -0.017279       No                            
ORB_v3_layer_4_153                                           0.003453        0.078809        No                            
OFM:_f^1_-_s^2                                               0.003452        -0.000601       No                            
ORB_v3_layer_1_32                                            0.003440        0.136231        Yes                           
ORB_v3_layer_4_233                                           0.003435        0.035118        No                            
coGN_ReadoutComponent3_Feature51_fold0                       0.003432        0.139304        Yes                           
ORB_v3_layer_3_245                                           0.003421        0.012036        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#12                    0.003421        0.050823        No                            
ORB_v3_layer_1_251                                           0.003411        0.015130        No                            
ORB_v3_initial_atom_embedding_8                              0.003411        -0.021087       No                            
SISSO_matbench_glass_15                                      0.003405        0.003615        No                            
ORB_v3_layer_1_41                                            0.003403        0.111424        Yes                           
ORB_v3_layer_3_9                                             0.003402        0.008717        No                            
ValenceOrbital_frac_d_valence_electrons                      0.003400        0.105093        Yes                           
coGN_ReadoutComponent1_Feature79_fold0                       0.003394        0.018043        No                            
coGN_ReadoutComponent4_Feature24_fold0                       0.003393        0.099910        No                            
ORB_v3_initial_atom_embedding_156                            0.003392        -0.012981       No                            
SISSOlvl2_top_coGNperovsk_77                                 0.003390        0.130948        Yes                           
coGN_ReadoutComponent1_Feature91_fold0                       0.003377        0.008311        No                            
coGN_ReadoutComponent4_Feature3_fold0                        0.003375        0.036983        No                            
ORB_v3_initial_atom_embedding_154                            0.003370        -0.048913       No                            
coGN_ReadoutComponent1_Feature68_fold0                       0.003370        0.061027        No                            
ORB_v3_layer_2_41                                            0.003364        0.029231        No                            
ORB_v3_layer_3_196                                           0.003361        0.002929        No                            
coGN_ReadoutComponent2_Feature101_fold0                      0.003359        -0.077213       No                            
coGN_ReadoutComponent4_Feature47_fold0                       0.003359        -0.098789       No                            
ORB_v3_layer_2_42                                            0.003358        0.052408        No                            
ORB_v3_layer_4_246                                           0.003350        -0.016938       No                            
coGN_ReadoutComponent4_Feature23_fold0                       0.003347        -0.133409       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#01                    0.003346        -0.037073       No                            
ORB_v3_initial_atom_embedding_123                            0.003343        -0.013354       No                            
coGN_ReadoutComponent2_Feature24_fold0                       0.003335        -0.064866       No                            
coGN_ReadoutComponent4_Feature69_fold0                       0.003335        -0.239955       Yes                           
coGN_ReadoutComponent1_Feature7_fold0                        0.003330        0.033319        No                            
ORB_v3_layer_2_121                                           0.003328        -0.042347       No                            
ORB_v3_initial_atom_embedding_229                            0.003328        -0.057401       No                            
ORB_v3_initial_atom_embedding_129                            0.003328        -0.015597       No                            
ORB_v3_layer_4_117                                           0.003323        0.035450        No                            
coGN_ReadoutComponent2_Feature108_fold0                      0.003318        -0.009354       No                            
ORB_v3_layer_5_25                                            0.003317        0.035279        No                            
coGN_ReadoutComponent1_Feature70_fold0                       0.003309        -0.048448       No                            
coGN_ReadoutComponent4_Feature13_fold0                       0.003307        0.026191        No                            
ORB_v3_layer_3_226                                           0.003306        0.024880        No                            
coGN_ReadoutComponent2_Feature41_fold0                       0.003293        -0.071856       No                            
ORB_v3_layer_3_184                                           0.003292        0.034763        No                            
ROOST_mpgap_LayerMaterialPooling_#16                         0.003286        -0.066187       No                            
ORB_v3_initial_atom_embedding_191                            0.003286        -0.035428       No                            
ORB_v3_layer_4_239                                           0.003284        -0.142746       Yes                           
ORB_v3_layer_4_104                                           0.003284        0.168410        Yes                           
OFM:_d^10_-_p^4                                              0.003281        0.133992        Yes                           
coGN_ReadoutComponent3_Feature20_fold0                       0.003280        -0.017487       No                            
coGN_ReadoutComponent2_Feature70_fold0                       0.003279        -0.062874       No                            
ROOST_mpgap_LayerMaterialPooling_#60                         0.003279        0.043067        No                            
coGN_ReadoutComponent2_Feature110_fold0                      0.003275        0.072084        No                            
ORB_v3_layer_2_205                                           0.003272        -0.046741       No                            
ORB_v3_encoder_node_features_66                              0.003271        -0.008331       No                            
ORB_v3_layer_3_121                                           0.003271        0.062021        No                            
coGN_ReadoutComponent4_Feature89_fold0                       0.003265        -0.063121       No                            
coGN_ReadoutComponent2_Feature99_fold0                       0.003264        0.042929        No                            
ORB_v3_encoder_node_features_131                             0.003261        -0.029980       No                            
ORB_v3_layer_2_101                                           0.003260        -0.136203       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#15                    0.003258        -0.073133       No                            
ORB_v3_layer_3_44                                            0.003257        0.025730        No                            
ORB_v3_layer_4_119                                           0.003256        -0.076141       No                            
ROOST_mpgap_LayerMaterialPooling_#05                         0.003255        0.028285        No                            
coGN_ReadoutComponent4_Feature64_fold0                       0.003251        0.066496        No                            
ORB_v3_layer_2_72                                            0.003250        -0.056218       No                            
coGN_ReadoutComponent1_Feature124_fold0                      0.003250        -0.087756       No                            
ORB_v3_layer_4_156                                           0.003246        -0.044718       No                            
coGN_ReadoutComponent2_Feature85_fold0                       0.003245        -0.038532       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#08                    0.003240        0.002899        No                            
XRDPowderPattern_xrd_21                                      0.003239        -0.024831       No                            
ORB_v3_layer_1_47                                            0.003239        -0.044449       No                            
ORB_v3_layer_3_32                                            0.003232        -0.026276       No                            
ORB_v3_layer_3_85                                            0.003232        0.027828        No                            
coGN_ReadoutComponent1_Feature28_fold0                       0.003230        -0.000714       No                            
XRDPowderPattern_xrd_68                                      0.003230        0.019076        No                            
ORB_v3_initial_atom_embedding_136                            0.003230        0.055912        No                            
ORB_v3_layer_2_142                                           0.003229        0.104090        Yes                           
ORB_v3_layer_3_202                                           0.003227        -0.077431       No                            
ORB_v3_layer_2_66                                            0.003225        0.082491        No                            
coGN_ReadoutComponent1_Feature127_fold0                      0.003223        -0.070797       No                            
ORB_v3_layer_2_104                                           0.003219        -0.052738       No                            
coGN_ReadoutComponent2_Feature92_fold0                       0.003219        0.032958        No                            
coGN_ReadoutComponent2_Feature55_fold0                       0.003217        -0.209123       Yes                           
ORB_v3_layer_1_114                                           0.003215        0.237001        Yes                           
OFM:_f^9_-_d^4                                               0.003212        0.061727        No                            
ORB_v3_layer_4_240                                           0.003208        -0.040959       No                            
coGN_ReadoutComponent3_Feature39_fold0                       0.003201        0.084650        No                            
ROOST_mpgap_LayerOutput_#58                                  0.003199        0.065009        No                            
ORB_v3_initial_atom_embedding_144                            0.003199        0.025466        No                            
coGN_ReadoutComponent4_Feature90_fold0                       0.003197        -0.077929       No                            
XRDPowderPattern_xrd_105                                     0.003194        0.075479        No                            
SISSO_matbench_glass_7                                       0.003191        -0.029440       No                            
ROOST_mpgap_LayerMaterialPooling_#47                         0.003183        -0.037231       No                            
XRDPowderPattern_xrd_100                                     0.003173        -0.020936       No                            
ORB_v3_layer_4_212                                           0.003162        -0.108867       Yes                           
coGN_ReadoutComponent1_Feature59_fold0                       0.003159        0.130439        Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#53                    0.003156        -0.035663       No                            
ORB_v3_encoder_node_features_15                              0.003153        0.043127        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#56                    0.003152        -0.017149       No                            
coGN_ReadoutComponent1_Feature84_fold0                       0.003150        -0.134818       Yes                           
coGN_ReadoutComponent2_Feature48_fold0                       0.003143        0.068677        No                            
coGN_ReadoutComponent1_Feature102_fold0                      0.003142        -0.021244       No                            
XRDPowderPattern_xrd_74                                      0.003117        -0.005446       No                            
coGN_ReadoutComponent1_Feature106_fold0                      0.003116        0.003789        No                            
OFM:_f^5_-_f^7                                               0.003105        0.072409        No                            
coGN_ReadoutComponent3_Feature59_fold0                       0.003105        -0.039188       No                            
coGN_ReadoutComponent2_Feature74_fold0                       0.003094        -0.031024       No                            
ORB_v3_layer_1_240                                           0.003091        -0.000791       No                            
coGN_ReadoutComponent1_Feature107_fold0                      0.003087        0.023949        No                            
ORB_v3_initial_atom_embedding_158                            0.003086        0.096259        No                            
ORB_v3_layer_1_165                                           0.003074        0.119182        Yes                           
coGN_ReadoutComponent1_Feature36_fold0                       0.003072        0.091148        No                            
coGN_ReadoutComponent1_Feature126_fold0                      0.003071        0.012368        No                            
ORB_v3_encoder_node_features_53                              0.003063        -0.021547       No                            
ORB_v3_layer_2_17                                            0.003059        -0.023465       No                            
coGN_ReadoutComponent1_Feature33_fold0                       0.003057        -0.016619       No                            
ORB_v3_layer_2_148                                           0.003056        0.014304        No                            
coGN_ReadoutComponent1_Feature13_fold0                       0.003049        0.091201        No                            
ORB_v3_layer_3_180                                           0.003042        -0.053662       No                            
coGN_ReadoutComponent4_Feature52_fold0                       0.003042        -0.203780       Yes                           
coGN_ReadoutComponent1_Feature45_fold0                       0.003031        -0.056020       No                            
ORB_v3_layer_4_134                                           0.003028        0.034632        No                            
coGN_ReadoutComponent2_Feature124_fold0                      0.003027        -0.092274       No                            
ORB_v3_layer_2_207                                           0.003023        -0.040177       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#11                    0.003010        -0.071623       No                            
coGN_ReadoutComponent1_Feature98_fold0                       0.002997        -0.042140       No                            
coGN_ReadoutComponent4_Feature46_fold0                       0.002994        -0.117214       Yes                           
ORB_v3_layer_3_218                                           0.002992        -0.031220       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#21                    0.002990        -0.079951       No                            
ORB_v3_layer_1_229                                           0.002984        0.029339        No                            
coGN_ReadoutComponent3_Feature53_fold0                       0.002976        -0.051747       No                            
ORB_v3_layer_4_120                                           0.002961        0.076395        No                            
coGN_ReadoutComponent2_Feature8_fold0                        0.002959        0.080096        No                            
XRDPowderPattern_xrd_71                                      0.002955        -0.047739       No                            
ORB_v3_layer_3_22                                            0.002952        -0.042774       No                            
SISSOlvl2_top_coGNperovsk_51                                 0.002950        -0.004109       No                            
ORB_v3_initial_atom_embedding_30                             0.002946        0.001375        No                            
ORB_v3_encoder_node_features_32                              0.002945        -0.055748       No                            
ORB_v3_layer_4_114                                           0.002944        0.011073        No                            
XRDPowderPattern_xrd_92                                      0.002927        0.072358        No                            
ElementProperty_MagpieData_minimum_NValence                  0.002922        0.063858        No                            
coGN_ReadoutComponent2_Feature79_fold0                       0.002914        -0.043530       No                            
coGN_ReadoutComponent2_Feature64_fold0                       0.002914        -0.069975       No                            
ORB_v3_layer_3_46                                            0.002910        0.160568        Yes                           
ORB_v3_layer_3_146                                           0.002910        -0.023701       No                            
coGN_ReadoutComponent1_Feature80_fold0                       0.002910        -0.052223       No                            
coGN_ReadoutComponent1_Feature60_fold0                       0.002897        0.064125        No                            
coGN_ReadoutComponent3_Feature11_fold0                       0.002895        0.049428        No                            
ORB_v3_layer_2_198                                           0.002891        -0.035688       No                            
ORB_v3_layer_2_22                                            0.002890        0.108768        Yes                           
coGN_ReadoutComponent1_Feature10_fold0                       0.002888        -0.120505       Yes                           
coGN_ReadoutComponent2_Feature19_fold0                       0.002888        0.015058        No                            
ORB_v3_layer_2_38                                            0.002888        0.071784        No                            
coGN_ReadoutComponent1_Feature75_fold0                       0.002886        0.004728        No                            
ORB_v3_layer_2_126                                           0.002882        0.015405        No                            
coGN_ReadoutComponent2_Feature16_fold0                       0.002878        0.104096        Yes                           
ORB_v3_layer_4_173                                           0.002871        -0.008225       No                            
coGN_ReadoutComponent1_Feature74_fold0                       0.002871        0.002001        No                            
ORB_v3_layer_1_107                                           0.002870        -0.049639       No                            
ORB_v3_layer_3_79                                            0.002861        0.007976        No                            
ORB_v3_layer_2_217                                           0.002860        -0.105863       Yes                           
coGN_ReadoutComponent3_Feature79_fold0                       0.002860        -0.090903       No                            
coGN_ReadoutComponent2_Feature100_fold0                      0.002852        0.037208        No                            
ORB_v3_layer_2_134                                           0.002838        0.024875        No                            
coGN_ReadoutComponent2_Feature89_fold0                       0.002822        -0.037128       No                            
ORB_v3_layer_1_57                                            0.002818        0.001413        No                            
coGN_ReadoutComponent1_Feature26_fold0                       0.002808        0.086460        No                            
ORB_v3_initial_atom_embedding_27                             0.002797        -0.004127       No                            
ORB_v3_initial_atom_embedding_6                              0.002793        -0.029605       No                            
ORB_v3_layer_4_166                                           0.002792        -0.086052       No                            
OFM:_f^9_-_s^1                                               0.002790        -0.031813       No                            
ROOST_mpgap_LayerMaterialPooling_#54                         0.002785        -0.032295       No                            
ORB_v3_layer_4_236                                           0.002782        0.041196        No                            
ORB_v3_layer_2_140                                           0.002773        0.041685        No                            
ORB_v3_layer_2_82                                            0.002773        0.019301        No                            
ORB_v3_layer_3_167                                           0.002748        -0.066890       No                            
coGN_ReadoutComponent4_Feature36_fold0                       0.002737        -0.030909       No                            
SISSO_matbench_perovskites_7                                 0.002734        0.023380        No                            
ORB_v3_layer_2_212                                           0.002725        -0.136391       Yes                           
ORB_v3_layer_4_207                                           0.002722        -0.019596       No                            
coGN_ReadoutComponent1_Feature61_fold0                       0.002713        -0.097586       No                            
OFM:_f^7_-_p^2                                               0.002686        0.030002        No                            
ORB_v3_layer_2_139                                           0.002685        0.113365        Yes                           
ORB_v3_layer_3_94                                            0.002679        -0.097274       No                            
ORB_v3_layer_4_229                                           0.002676        0.032942        No                            
ORB_v3_initial_atom_embedding_29                             0.002675        -0.000011       No                            
coGN_ReadoutComponent3_Feature42_fold0                       0.002673        0.023729        No                            
ORB_v3_layer_1_35                                            0.002673        -0.012070       No                            
coGN_ReadoutComponent3_Feature52_fold0                       0.002653        -0.021257       No                            
ORB_v3_layer_4_127                                           0.002623        0.030666        No                            
ORB_v3_layer_2_86                                            0.002617        0.024457        No                            
coGN_ReadoutComponent3_Feature3_fold0                        0.002612        0.126910        Yes                           
ORB_v3_initial_atom_embedding_131                            0.002594        -0.017240       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#14                    0.002584        -0.066320       No                            
SISSOlvl2_clustertop_coGNperovsk_18                          0.002576        0.046225        No                            
ORB_v3_layer_4_81                                            0.002559        0.050943        No                            
ORB_v3_layer_4_43                                            0.002558        -0.005417       No                            
coGN_ReadoutComponent2_Feature106_fold0                      0.002558        0.072373        No                            
coGN_ReadoutComponent2_Feature117_fold0                      0.002539        0.091892        No                            
SISSOresiduals_MVcoGNmodel_SISterm_high_feat_096             0.002533        -0.053214       No                            
coGN_ReadoutComponent1_Feature112_fold0                      0.002530        0.034991        No                            
ROOST_mpgap_LayerMaterialPooling_#19                         0.002527        0.009088        No                            
ORB_v3_layer_2_33                                            0.002526        0.039176        No                            
ORB_v3_initial_atom_embedding_91                             0.002520        0.086082        No                            
ORB_v3_layer_3_199                                           0.002519        -0.013564       No                            
ORB_v3_layer_4_44                                            0.002519        -0.014980       No                            
coGN_ReadoutComponent2_Feature68_fold0                       0.002509        0.027371        No                            
coGN_ReadoutComponent3_Feature66_fold0                       0.002506        0.007737        No                            
ORB_v3_layer_3_17                                            0.002504        0.045171        No                            
ORB_v3_initial_atom_embedding_125                            0.002499        -0.020895       No                            
ORB_v3_layer_3_18                                            0.002492        0.046551        No                            
coGN_ReadoutComponent4_Feature66_fold0                       0.002489        -0.032918       No                            
coGN_ReadoutComponent2_Feature80_fold0                       0.002483        -0.032466       No                            
coGN_ReadoutComponent3_Feature18_fold0                       0.002481        0.108988        Yes                           
XRDPowderPattern_xrd_120                                     0.002473        0.071715        No                            
coGN_ReadoutComponent1_Feature92_fold0                       0.002466        -0.064903       No                            
coGN_ReadoutComponent1_Feature49_fold0                       0.002444        -0.041195       No                            
MVL32_Eform_MP_2019_31                                       0.002437        0.063214        No                            
coGN_ReadoutComponent3_Feature118_fold0                      0.002437        0.027683        No                            
ORB_v3_layer_2_16                                            0.002431        0.014513        No                            
coGN_ReadoutComponent5_Feature101_fold0                      0.002409        0.014481        No                            
coGN_ReadoutComponent4_Feature57_fold0                       0.002404        -0.040585       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#58                    0.002401        0.008367        No                            
ORB_v3_initial_atom_embedding_189                            0.002400        0.003862        No                            
OFM:_p^6_-_f^14                                              0.002393        0.021046        No                            
ROOST_mpgap_LayerMaterialPooling_#31                         0.002391        -0.014416       No                            
ORB_v3_layer_2_203                                           0.002386        0.054091        No                            
ORB_v3_initial_atom_embedding_177                            0.002372        0.093084        No                            
ORB_v3_layer_2_161                                           0.002361        0.081444        No                            
coGN_ReadoutComponent2_Feature82_fold0                       0.002344        0.054192        No                            
